,index,projectId,name,difficulty,priority,percentMapped,percentValidated,status,lastUpdated,dueDate,country,organisationName,creation_date,totalArea,totalContributors,author,creation_date_datetime,concat,duplicated
2688,11819,12493,Mapping of the Mbadani municipality - Comores,EASY,LOW,100,100,ARCHIVED,2022-05-11 8:05:01,,['Comoros'],CartONG,2022-04-23 9:31:38,2.641,28,Viou,2022-04-23 9:31:38,Mapping of the Mbadani municipality - ComoresCartONGViou['Comoros'],FALSE
2689,11820,12495,"2022 Ebola, ZS Wangata, Buildings update, DRC",MODERATE,LOW,100,100,ARCHIVED,2023-11-02 11:13:00,,['Democratic Republic of the Congo'],OSM RDC,2022-04-24 3:04:31,19.655,47,clairedelune,2022-04-24 3:04:31,"2022 Ebola, ZS Wangata, Buildings update, DRCOSM RDCclairedelune['Democratic Republic of the Congo']",FALSE
2693,11830,12515,Mapping of refugee camps - Kouchaguine-Moura,EASY,LOW,100,100,ARCHIVED,2022-05-19 10:24:04,,['Chad'],CartONG,2022-04-27 10:49:11,1.604,40,Sorensa,2022-04-27 10:49:11,Mapping of refugee camps - Kouchaguine-MouraCartONGSorensa['Chad'],FALSE
2695,11840,12533,Mapping of refugee camps - Dar Es Salam - Chad,EASY,LOW,100,100,ARCHIVED,2022-05-19 10:25:01,,['Chad'],CartONG,2022-05-03 9:39:52,2.376,35,Sorensa,2022-05-03 9:39:52,Mapping of refugee camps - Dar Es Salam - ChadCartONGSorensa['Chad'],FALSE
2702,11865,12589,Mapping refugee camps - Doholo - Chad,EASY,LOW,100,100,ARCHIVED,2022-05-25 7:59:01,,['Chad'],CartONG,2022-05-16 12:22:14,1.833,14,Sorensa,2022-05-16 12:22:14,Mapping refugee camps - Doholo - Chad CartONGSorensa['Chad'],FALSE
2705,11870,12602,"Flood Risk Mapping in Ijebu Ode, Ogun State",MODERATE,LOW,100,100,ARCHIVED,2023-08-23 18:37:46,,['Nigeria'],YouthMappers,2022-05-17 21:31:12,177.193,35,Rory Nealon,2022-05-17 21:31:12,"Flood Risk Mapping in Ijebu Ode, Ogun StateYouthMappersRory Nealon['Nigeria']",FALSE
2706,11873,12614,A Participatory GIS Toolkit for Transportation Needs Assessments in Rural Areas,EASY,LOW,100,100,ARCHIVED,2024-10-29 2:30:39,2022-05-29 18:15:00,['Kenya'],NAXA,2022-05-19 4:36:57,2442.301,2844,OSMNAXA,2022-05-19 4:36:57,A Participatory GIS Toolkit for Transportation Needs Assessments in Rural AreasNAXAOSMNAXA['Kenya'],FALSE
2714,11899,12683,"Map Aguata Communities   for  Social Good Projects-Aguata LGA,Anambra State,Nigeria",EASY,LOW,100,100,ARCHIVED,2023-05-14 17:50:48,2022-06-24 23:00:00,['Nigeria'],"Unique Mappers Network, Nigeria",2022-05-28 12:22:11,173.498,193,Victor N.Sunday,2022-05-28 12:22:11,"Map Aguata Communities   for  Social Good Projects-Aguata LGA,Anambra State,NigeriaUnique Mappers Network, NigeriaVictor N.Sunday['Nigeria']",FALSE
2715,11901,12685,Mapping of precarious neighborhoods - Phnom Penh - Cambodia,EASY,LOW,100,100,ARCHIVED,2022-06-24 9:55:50,,['Cambodia'],CartONG,2022-05-30 5:09:29,6.489,32,Sorensa,2022-05-30 5:09:29,Mapping of precarious neighborhoods - Phnom Penh - CambodiaCartONGSorensa['Cambodia'],FALSE
2728,11938,12745,MAPPING POI IN SIDDHARTHANAGAR MUNICIPALITY,EASY,LOW,100,100,ARCHIVED,2022-06-28 12:06:56,,['Nepal'],Geomatics Engineering Society,2022-06-05 14:21:54,36.046,5,Rabi Shrestha,2022-06-05 14:21:54,MAPPING POI IN SIDDHARTHANAGAR MUNICIPALITYGeomatics Engineering SocietyRabi Shrestha['Nepal'],FALSE
2729,11942,12753,Gaoua Buildings Mapping for Innocent Dibloni,MODERATE,LOW,100,100,ARCHIVED,2023-04-03 3:49:04,,['Burkina Faso'],OSM Africa,2022-06-07 7:13:22,16.472,125,Geoffrey Kateregga,2022-06-07 7:13:22,Gaoua Buildings Mapping for Innocent DibloniOSM AfricaGeoffrey Kateregga['Burkina Faso'],FALSE
2754,12011,12953,"REFUGEE SITE MAPPING - Buramino, Somali, Ethiopia",CHALLENGING,LOW,100,99,ARCHIVED,2022-12-28 8:24:51,,['Ethiopia'],OSM Ethiopia,2022-07-07 10:11:17,2.763,41,Binyam Dele,2022-07-07 10:11:17,"REFUGEE SITE MAPPING - Buramino, Somali, EthiopiaOSM EthiopiaBinyam Dele['Ethiopia']",FALSE
2755,12012,12956,"Buikwe Town Council, Uganda",EASY,LOW,100,100,ARCHIVED,2023-05-16 9:44:53,,['Uganda'],MapUganda,2022-07-07 10:33:34,29.062,13,Awania  Morish,2022-07-07 10:33:34,"Buikwe Town Council, UgandaMapUgandaAwania  Morish['Uganda']",FALSE
2765,12046,13050,"Map Etsako Communities for Flood Response and Social Good Projects-Etsako East LGA,Edo State ",EASY,LOW,100,100,ARCHIVED,2023-05-14 19:11:02,2022-09-27 23:00:00,['Nigeria'],"Unique Mappers Network, Nigeria",2022-07-23 23:12:00,1131.69,122,Victor N.Sunday,2022-07-23 23:12:00,"Map Etsako Communities for Flood Response and Social Good Projects-Etsako East LGA,Edo State Unique Mappers Network, NigeriaVictor N.Sunday['Nigeria']",FALSE
2767,12051,13110,Mapping for Flood Resilience - Kamonkoli in Mbale city,EASY,LOW,100,100,ARCHIVED,2022-09-08 19:44:59,,['Uganda'],MapUganda,2022-08-01 9:42:26,97.404,19,Awania  Morish,2022-08-01 9:42:26,Mapping for Flood Resilience - Kamonkoli in Mbale cityMapUgandaAwania  Morish['Uganda'],FALSE
2781,12070,13146,Informal settlements mapping in Musanze secondary city,EASY,LOW,100,100,ARCHIVED,2023-06-25 18:49:15,,['Rwanda'],"EcoMappers, OSM Rwanda",2022-08-05 22:07:03,88.542,486,Ernest Ruzindana,2022-08-05 22:07:03,"Informal settlements mapping in Musanze secondary cityEcoMappers, OSM RwandaErnest Ruzindana['Rwanda']",FALSE
2788,12080,13170,Mapping for Flood Resilience - Malera  in Bukedea District,MODERATE,LOW,100,100,ARCHIVED,2022-09-08 19:46:17,,['Uganda'],MapUganda,2022-08-09 8:04:03,21.911,9,Awania  Morish,2022-08-09 8:04:03,Mapping for Flood Resilience - Malera  in Bukedea DistrictMapUgandaAwania  Morish['Uganda'],FALSE
2794,12092,13209,Knust YouthMappers: Mapping Buildings in Ghana for Development (Boadi),EASY,LOW,100,100,ARCHIVED,2023-08-02 15:54:57,,['Ghana'],YouthMappers,2022-08-09 19:19:26,7.132,34,Rory Nealon,2022-08-09 19:19:26,Knust YouthMappers: Mapping Buildings in Ghana for Development (Boadi)YouthMappersRory Nealon['Ghana'],FALSE
2824,12150,13404,"[Disaster Response] - Pakistan Flood 2022, Nasirabad District, Balochistan",MODERATE,LOW,100,100,ARCHIVED,2023-07-05 14:18:13,,['Pakistan'],Open Mapping Hub Asia-Pacific,2022-08-30 2:37:56,3230.342,499,Harry Mahardhika Machmud,2022-08-30 2:37:56,"[Disaster Response] - Pakistan Flood 2022, Nasirabad District, BalochistanOpen Mapping Hub Asia-PacificHarry Mahardhika Machmud['Pakistan']",FALSE
2825,12165,13429,MSF in Karamoja Region - Kotido Town Council  Kotido District,EASY,LOW,100,100,ARCHIVED,2022-10-17 5:44:51,2021-05-19 21:00:00,['Uganda'],MapUganda,2022-09-01 8:09:25,53.387,26,Awania  Morish,2022-09-01 8:09:25,MSF in Karamoja Region - Kotido Town Council  Kotido DistrictMapUgandaAwania  Morish['Uganda'],FALSE
2835,12184,13477,"[GLAM, Building, Highway Mapping] Pariaman, West Sumatera, Indonesia",EASY,LOW,100,100,ARCHIVED,2023-05-24 8:51:40,,['Indonesia'],Perkumpulan OpenStreetMap Indonesia,2022-09-07 8:35:03,64.707,45,Fatisya Ilani Yusuf,2022-09-07 8:35:03,"[GLAM, Building, Highway Mapping] Pariaman, West Sumatera, IndonesiaPerkumpulan OpenStreetMap IndonesiaFatisya Ilani Yusuf['Indonesia']",FALSE
2839,12208,13508,Cartography update in Mo'orea - Polynésie française,EASY,LOW,100,100,ARCHIVED,2022-12-01 12:56:34,,['France'],CartONG,2022-09-12 10:56:28,60.21,42,Taphi,2022-09-12 10:56:28,Cartography update in Mo'orea - Polynésie françaiseCartONGTaphi['France'],FALSE
2844,12215,13533,Hurricane Fiona Dominican Republic - Buildings #1,MODERATE,LOW,100,100,ARCHIVED,2023-08-30 7:02:39,2022-09-26 6:00:00,['Dominican Republic'],HOT Disaster Services,2022-09-21 16:45:29,45.479,109,Russell Deffner,2022-09-21 16:45:29,Hurricane Fiona Dominican Republic - Buildings #1HOT Disaster ServicesRussell Deffner['Dominican Republic'],FALSE
2849,12224,13553,"Sanitation and Hygiene Scenario in the Slum Community: A Fieldwork Program on Shanti Nagar Slum, Chittagong, Bangladesh",EASY,LOW,100,100,ARCHIVED,2023-08-17 9:05:13,,['Bangladesh'],OSM Bangladesh,2022-09-26 8:06:07,0.451,21,S M Sawan Shariar,2022-09-26 8:06:07,"Sanitation and Hygiene Scenario in the Slum Community: A Fieldwork Program on Shanti Nagar Slum, Chittagong, BangladeshOSM BangladeshS M Sawan Shariar['Bangladesh']",FALSE
2876,12258,13613,US Hurricane Ian Response - Fort Myers,EASY,LOW,100,100,ARCHIVED,2022-12-09 19:15:45,2022-10-22 5:00:00,['United States'],Help.NGO,2022-10-08 6:54:18,60.875,204,Matthew  Cua,2022-10-08 6:54:18,US Hurricane Ian Response - Fort MyersHelp.NGOMatthew  Cua['United States'],FALSE
2877,12259,13617,Thimi_Bhaktapur Mapillary ROUTE II,EASY,LOW,100,100,ARCHIVED,2024-08-27 3:52:25,,['Nepal'],Kathmandu Living Labs,2022-10-12 12:14:51,1.057,15,Sushma Ghimire,2022-10-12 12:14:51,Thimi_Bhaktapur Mapillary ROUTE IIKathmandu Living LabsSushma Ghimire['Nepal'],FALSE
2878,12263,13626,"India, Puri - Cyclone Exposure Mapping",EASY,LOW,100,100,ARCHIVED,2023-07-24 3:41:41,,['India'],Open Mapping Hub Asia-Pacific,2022-10-13 15:29:15,5.775,126,Harry Mahardhika Machmud,2022-10-13 15:29:15,"India, Puri - Cyclone Exposure MappingOpen Mapping Hub Asia-PacificHarry Mahardhika Machmud['India']",FALSE
2885,12284,13702,Mia Tou Togo - Golfe 3 (Grand Lomé),EASY,LOW,100,100,ARCHIVED,2023-05-02 19:29:07,2023-03-25 0:00:00,['Togo'],OSM Togo,2022-10-29 17:28:19,18.015,12,AKOUETE Ata Franck,2022-10-29 17:28:19,Mia Tou Togo - Golfe 3 (Grand Lomé)OSM TogoAKOUETE Ata Franck['Togo'],FALSE
2895,12300,13745,El Salvador-Ahuachapan South 8,EASY,LOW,100,100,ARCHIVED,2023-05-04 11:19:09,,['El Salvador'],HOT,2022-11-08 10:23:58,5.806,29,Becky Candy,2022-11-08 10:23:58,El Salvador-Ahuachapan South 8HOTBecky Candy['El Salvador'],FALSE
2909,12337,13816,Mapping the development sector of DEMBELLA - Mali,EASY,LOW,100,100,ARCHIVED,2023-03-15 13:36:32,,['Mali'],CartONG,2022-11-21 9:28:13,152.88,205,Matthieu Haasser,2022-11-21 9:28:13,Mapping the development sector of DEMBELLA - MaliCartONGMatthieu Haasser['Mali'],FALSE
2911,12347,13831,"Building Footprint Mapping on Naryn, Kyrgyzstan",MODERATE,LOW,100,100,ARCHIVED,2022-12-19 8:59:48,,['Kyrgyzstan'],Open Mapping Hub Asia-Pacific,2022-11-22 15:12:48,48.436,16,Honey Fombuena,2022-11-22 15:12:48,"Building Footprint Mapping on Naryn, KyrgyzstanOpen Mapping Hub Asia-PacificHoney Fombuena['Kyrgyzstan']",FALSE
2913,12350,13834,"NARAINAPUR RURAL MUNICIPALITY, BANKE",EASY,LOW,100,100,ARCHIVED,2023-01-29 3:03:43,,['Nepal'],Digital Mappers Dang,2022-11-23 6:55:38,258.574,56,Anil Basnet,2022-11-23 6:55:38,"NARAINAPUR RURAL MUNICIPALITY, BANKEDigital Mappers DangAnil Basnet['Nepal']",FALSE
2934,12411,13947,Cartographie quartiers en rénovation urbaine - Tunisie,MODERATE,LOW,100,100,ARCHIVED,2023-02-07 11:04:57,,['Tunisia'],CartONG,2022-12-09 9:42:38,2.098,16,Viou,2022-12-09 9:42:38,Cartographie quartiers en rénovation urbaine - TunisieCartONGViou['Tunisia'],FALSE
2961,12562,14175,Desa Kemutug Lor Village Mapping for Tourism Area (Booster Grants 2023),MODERATE,LOW,100,100,ARCHIVED,2023-05-24 8:47:53,2023-03-30 17:00:00,['Indonesia'],Perkumpulan OpenStreetMap Indonesia,2023-01-26 23:59:36,6.177,33,Anjar Akrimullah,2023-01-26 23:59:36,Desa Kemutug Lor Village Mapping for Tourism Area (Booster Grants 2023)Perkumpulan OpenStreetMap IndonesiaAnjar Akrimullah['Indonesia'],FALSE
2963,12565,14218,"M7.8 Earthquake Türkiye, Nurdagi - Part 1",MODERATE,LOW,100,100,ARCHIVED,2023-02-20 11:40:51,,['Turkey'],Yer Cizenler,2023-02-06 12:09:55,4138.586,1517,Oğuzhan Er,2023-02-06 12:09:55,"M7.8 Earthquake Türkiye, Nurdagi - Part 1Yer CizenlerOğuzhan Er['Turkey']",FALSE
2966,12576,14242,Naberera Manyara missing buildings,MODERATE,LOW,100,100,ARCHIVED,2023-02-10 17:13:18,,['Tanzania'],Tanzania Development Trust,2023-02-09 4:50:38,2.034,4,Emmor,2023-02-09 4:50:38,Naberera Manyara missing buildingsTanzania Development TrustEmmor['Tanzania'],FALSE
2970,12586,14297,"BRAZIL - SÃO SEBASTIÃO - (SP) - AREAS AFFECTED BY FLOODS AND LANDSIDES ON FEBRUARY 19, 2023",EASY,LOW,100,100,ARCHIVED,2023-02-25 13:34:18,,['Brazil'],Union of Brazilian Mappers of OSM (UMBRAOSM),2023-02-20 11:12:35,39.048,152,Maurício Oliveira,2023-02-20 11:12:35,"BRAZIL - SÃO SEBASTIÃO - (SP) - AREAS AFFECTED BY FLOODS AND LANDSIDES ON FEBRUARY 19, 2023Union of Brazilian Mappers of OSM (UMBRAOSM)Maurício Oliveira['Brazil']",FALSE
2974,12591,14357,Tanzania- Nyanghwale Rural 1,EASY,LOW,100,100,ARCHIVED,2023-11-07 15:10:28,,['Tanzania'],HOT,2023-02-28 9:07:47,85.75,198,Becky Candy,2023-02-28 9:07:47,Tanzania- Nyanghwale Rural 1HOTBecky Candy['Tanzania'],FALSE
2983,12601,14403,Honduras - Atlandida Province Rural 1,EASY,LOW,100,100,ARCHIVED,2023-11-07 15:11:28,,['Honduras'],HOT,2023-03-06 11:31:14,0.345,25,Nicolelaine,2023-03-06 11:31:14,Honduras - Atlandida Province Rural 1HOTNicolelaine['Honduras'],FALSE
2985,12603,14413,Map Ibarapa North LGA for Female genital mutilation (FGM) -IWD,EASY,LOW,100,100,ARCHIVED,2023-06-30 21:56:11,,['Nigeria'],"Unique Mappers Network, Nigeria",2023-03-08 7:37:46,1208.204,123,Kingsley Chika CHUKWU,2023-03-08 7:37:46,"Map Ibarapa North LGA for Female genital mutilation (FGM) -IWDUnique Mappers Network, NigeriaKingsley Chika CHUKWU['Nigeria']",FALSE
2989,12608,14445,"Cyclone Freddy, TA Jenala, Phalombe, Malawi",MODERATE,LOW,100,100,ARCHIVED,2023-04-07 15:38:28,,['Malawi'],MapMalawi,2023-03-14 16:51:28,322.56,331,Zola Manyungwa,2023-03-14 16:51:28,"Cyclone Freddy, TA Jenala, Phalombe, MalawiMapMalawiZola Manyungwa['Malawi']",FALSE
3004,12623,14483,Honduras-Yoro East 1,EASY,LOW,100,100,ARCHIVED,2024-06-28 20:34:21,,['Honduras'],HOT,2023-03-28 7:40:51,0.379,4,Becky Candy,2023-03-28 7:40:51,Honduras-Yoro East 1HOTBecky Candy['Honduras'],FALSE
3010,12637,14513,Chikwawa District Mapping - Cyclone Freddy - Malawi Red Cross Society,EASY,LOW,100,100,ARCHIVED,2023-06-20 7:55:35,,['Malawi'],Open Mapping Hub ESA,2023-03-30 15:17:19,4893.098,2098,David Luswata,2023-03-30 15:17:19,Chikwawa District Mapping - Cyclone Freddy - Malawi Red Cross SocietyOpen Mapping Hub ESADavid Luswata['Malawi'],FALSE
3011,12638,14519,Volcanic threat from the Nevado del Ruíz volcano - Rivers,EASY,LOW,100,100,ARCHIVED,2024-03-26 16:08:11,2023-04-08 5:00:00,['Colombia'],Comunidad OSM Colombia,2023-04-02 5:16:22,710.238,22,Andres Gomez Casanova,2023-04-02 5:16:22,Volcanic threat from the Nevado del Ruíz volcano - RiversComunidad OSM ColombiaAndres Gomez Casanova['Colombia'],FALSE
3020,12681,14594,Baluwatar area building update,MODERATE,LOW,100,100,ARCHIVED,2024-07-10 5:06:09,2023-04-11 18:15:00,['Nepal'],NAXA,2023-04-12 4:36:50,0.404,11,OSMNAXA,2023-04-12 4:36:50,Baluwatar area building updateNAXAOSMNAXA['Nepal'],FALSE
3028,12723,14786,#ImportPMFBuildings - Floresta  - Fortaleza/Brazil,MODERATE,LOW,100,100,ARCHIVED,2023-07-13 11:32:17,,['Brazil'],OSM Brasil,2023-05-07 15:11:52,1.361,2,Matheus Gomes,2023-05-07 15:11:52,#ImportPMFBuildings - Floresta  - Fortaleza/BrazilOSM BrasilMatheus Gomes['Brazil'],FALSE
3030,12725,14790,Nambale Subcounty- Iganga District Uganda,EASY,LOW,100,100,ARCHIVED,2023-05-23 8:08:14,,['Uganda'],MapUganda,2023-05-09 10:39:06,118.958,27,Awania  Morish,2023-05-09 10:39:06,Nambale Subcounty- Iganga District UgandaMapUgandaAwania  Morish['Uganda'],FALSE
3043,12753,14856,Kumi Town Council- Kumi District Uganda,EASY,LOW,100,100,ARCHIVED,2023-05-29 10:03:20,,['Uganda'],MapUganda,2023-05-19 16:49:02,9.703,9,Awania  Morish,2023-05-19 16:49:02,Kumi Town Council- Kumi District UgandaMapUgandaAwania  Morish['Uganda'],FALSE
3047,12766,14993,"Digital Umuganda, Kimisagara Sector Kamuhoza Cell, Isimbi Village",MODERATE,LOW,100,100,ARCHIVED,2023-06-25 18:49:48,2023-06-28 23:00:00,['Rwanda'],"EcoMappers, OSM Rwanda",2023-06-22 16:20:09,0.039,3,Kingsley Chika CHUKWU,2023-06-22 16:20:09,"Digital Umuganda, Kimisagara Sector Kamuhoza Cell, Isimbi VillageEcoMappers, OSM RwandaKingsley Chika CHUKWU['Rwanda']",FALSE
3048,12767,14996,"TANADI programme: Mapping the periphery of Niamey, Niger",EASY,LOW,100,100,ARCHIVED,2024-03-26 16:15:36,,['Niger'],OSM Niger,2023-06-23 10:39:46,3.317,19,Maloum Mamadou,2023-06-23 10:39:46,"TANADI programme: Mapping the periphery of Niamey, NigerOSM NigerMaloum Mamadou ['Niger']",FALSE
3091,12815,15170,Puerto Cabezas Norte - Región Autónoma de la Costa Caribe Norte de Nicaragua,MODERATE,LOW,100,100,ARCHIVED,2024-01-19 20:06:19,2023-09-30 5:00:00,['Nicaragua'],Open Mapping Hub for Latin America and the Caribbean,2023-07-14 14:33:55,2877.734,14,Juan Carlos Melo Luna,2023-07-14 14:33:55,Puerto Cabezas Norte - Región Autónoma de la Costa Caribe Norte de NicaraguaOpen Mapping Hub for Latin America and the CaribbeanJuan Carlos Melo Luna['Nicaragua'],FALSE
3113,12839,15253,Inclusion of rural communities in Northern Patagonia,EASY,LOW,100,100,ARCHIVED,2023-12-04 21:31:52,2023-12-31 5:00:00,['Argentina'],Open Mapping Hub for Latin America and the Caribbean,2023-07-25 16:49:19,1340.061,54,Juan Carlos Melo Luna,2023-07-25 16:49:19,Inclusion of rural communities in Northern PatagoniaOpen Mapping Hub for Latin America and the CaribbeanJuan Carlos Melo Luna['Argentina'],FALSE
3115,12842,15262,KZN Province Flood Preparedness Mapping,EASY,LOW,100,100,ARCHIVED,2024-05-23 6:51:06,,['South Africa'],Open Mapping Hub ESA,2023-07-27 9:16:13,84.763,82,Shamillah Nassozi,2023-07-27 9:16:13,KZN Province Flood Preparedness MappingOpen Mapping Hub ESAShamillah Nassozi['South Africa'],FALSE
3117,12845,15277,TETO Brasil - SP - ECO2308 - Aldeia Tekoá Pyau,MODERATE,LOW,100,100,ARCHIVED,2024-01-18 20:34:41,2023-08-01 5:00:00,['Brazil'],Open Mapping Hub for Latin America and the Caribbean,2023-07-28 16:28:18,0.03,5,Juan Carlos Melo Luna,2023-07-28 16:28:18,TETO Brasil - SP - ECO2308 - Aldeia Tekoá PyauOpen Mapping Hub for Latin America and the CaribbeanJuan Carlos Melo Luna['Brazil'],FALSE
3151,12881,15519,Mapping buildings in Bandafassi municipality in Senegal,EASY,LOW,100,100,ARCHIVED,2023-11-27 10:50:01,,['Senegal'],CartONG,2023-09-18 10:48:53,36.127,75,Kodjo Elom Ezéchiel AMETOVENA,2023-09-18 10:48:53,Mapping buildings in Bandafassi municipality in SenegalCartONGKodjo Elom Ezéchiel AMETOVENA['Senegal'],FALSE
3154,12884,15601,United Nations for Libya - JEBEL AKHDAR: waterways,EASY,LOW,100,100,ARCHIVED,2024-01-29 10:08:15,,['Libya'],UN Mappers,2023-09-28 8:33:28,678.237,33,UNGSC-isoipsa,2023-09-28 8:33:28,United Nations for Libya - JEBEL AKHDAR: waterwaysUN MappersUNGSC-isoipsa['Libya'],FALSE
3155,12885,15638,"Mapping and Updating of Road and Paths in Kalikot District, Nepal",EASY,LOW,100,100,ARCHIVED,2024-05-06 7:21:19,,['Nepal'],Open Mapping Hub Asia-Pacific,2023-10-04 14:02:52,779.852,61,adiatmad,2023-10-04 14:02:52,"Mapping and Updating of Road and Paths in Kalikot District, NepalOpen Mapping Hub Asia-Pacificadiatmad['Nepal']",FALSE
3159,12890,15690,Building and Road Mapping in Tonga,EASY,LOW,100,99,ARCHIVED,2025-02-11 6:27:49,,['Tonga'],Open Mapping Hub Asia-Pacific,2023-10-17 13:01:27,719.134,157,Honey Fombuena,2023-10-17 13:01:27,Building and Road Mapping in TongaOpen Mapping Hub Asia-PacificHoney Fombuena['Tonga'],FALSE
3160,12894,15757,Saint Lucia Delcer and Environs,EASY,LOW,100,100,ARCHIVED,2024-12-03 10:03:10,,['Saint Lucia'],Caribbean Mapper Community,2023-11-04 13:12:56,4.116,20,Christopher Williams,2023-11-04 13:12:56,Saint Lucia Delcer and EnvironsCaribbean Mapper CommunityChristopher Williams['Saint Lucia'],FALSE
3162,12897,15813,Improving mapping in Bandafassi municipality in Senegal,EASY,LOW,100,100,ARCHIVED,2024-02-20 13:32:08,,['Senegal'],CartONG,2023-11-20 13:39:12,755.05,15,Viou,2023-11-20 13:39:12,Improving mapping in Bandafassi municipality in SenegalCartONGViou['Senegal'],FALSE
3163,12901,15879,"Missing Maps: Val-d'Or and Malartic, Québec, Canada",EASY,LOW,100,100,ARCHIVED,2024-04-11 17:36:10,2024-03-15 7:00:00,['Canada'],Canadian Red Cross,2023-12-25 22:04:09,99.134,89,Rhea,2023-12-25 22:04:09,"Missing Maps: Val-d'Or and Malartic, Québec, CanadaCanadian Red CrossRhea['Canada']",FALSE
3169,12907,15946,Improving mapping of refugee sites - West Bekaa - Lebanon,MODERATE,LOW,100,100,ARCHIVED,2024-04-23 13:01:14,,['Lebanon'],CartONG,2024-01-15 10:07:11,236.703,49,Viou,2024-01-15 10:07:11,Improving mapping of refugee sites - West Bekaa - LebanonCartONGViou['Lebanon'],FALSE
3187,12926,16064,Nazigo Subcounty Kayunga District - Gain Zone Mapping,EASY,LOW,100,100,ARCHIVED,2024-03-12 11:32:39,,['Uganda'],MapUganda,2024-02-05 19:56:52,108.713,14,Awania  Morish,2024-02-05 19:56:52,Nazigo Subcounty Kayunga District - Gain Zone MappingMapUgandaAwania  Morish['Uganda'],FALSE
3195,12934,16136,"Open Mapping 4 Resilience : Mirpur, Dhaka District, Bangladesh",MODERATE,LOW,100,100,ARCHIVED,2024-05-10 4:06:19,,['Bangladesh'],Open Mapping Hub Asia-Pacific,2024-02-11 15:06:49,17.428,10,Honey Fombuena,2024-02-11 15:06:49,"Open Mapping 4 Resilience : Mirpur, Dhaka District, BangladeshOpen Mapping Hub Asia-PacificHoney Fombuena['Bangladesh']",FALSE
3198,12937,16149,Buildings in Anori Amazonas Brazil 1,EASY,LOW,100,100,ARCHIVED,2024-06-10 21:40:57,,['Brazil'],HOT,2024-02-12 12:43:54,10.377,27,Nicolelaine,2024-02-12 12:43:54,Buildings in Anori Amazonas Brazil 1HOTNicolelaine['Brazil'],FALSE
3200,12939,16151,"Mini Maps - Three Hills, Alberta, Canada",EASY,LOW,100,100,ARCHIVED,2024-03-14 19:59:01,2024-02-17 8:00:00,['Canada'],Canadian Red Cross,2024-02-12 20:09:42,5.655,7,Rhea,2024-02-12 20:09:42,"Mini Maps - Three Hills, Alberta, CanadaCanadian Red CrossRhea['Canada']",FALSE
3204,12944,16180,"Missing Maps: Mini Maps - Rainbow Lake, AB, Canada",EASY,LOW,100,100,ARCHIVED,2024-04-11 19:44:22,,['Canada'],Canadian Red Cross,2024-02-16 20:34:59,10.893,3,Map_Ray_Spex,2024-02-16 20:34:59,"Missing Maps: Mini Maps - Rainbow Lake, AB, CanadaCanadian Red CrossMap_Ray_Spex['Canada']",FALSE
3205,12945,16187,"Buildings in Florencia, Caquetá 1.1",EASY,LOW,100,100,ARCHIVED,2024-06-12 16:23:36,,['Colombia'],HOT,2024-02-19 10:50:03,22.063,36,Nicolelaine,2024-02-19 10:50:03,"Buildings in Florencia, Caquetá 1.1HOTNicolelaine['Colombia']",FALSE
